login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
Tingsters,Showtail,assets/claude-code/plugin/skills/showtail/SKILL.md,needs_review,2,low,workflow,88,"Showtail skill for capturing student work trails (prompts and file changes). Hands-free tracking via hooks, session management, report generation. Real, reusable educational workflow tool.","88-line skill for Showtail (student work capture tool). Teaches how to set up tracking, check capture mode, generate reports. Real workflow guidance but not JVM-specific; applies equally to any language project. Per rule 5, a single non-JVM workflow skill does not qualify for escape clause—needs to be bundled with other workflow skills to elevate to found. Classified as needs_review because the skill is genuine and solid but off-topic for JVM directory.",2026-06-27,2026-06-27
uta8a,playground,try-kiro-cli-on-docker/.kiro/skills/cdk-list-resources/SKILL.md,needs_review,2,low,tool,53,"CDK Resource Lister: enumerate AWS resources via cdk synth and CloudFormation parsing. Workflow and resource extraction logic. Real, reusable AWS CDK guidance but not JVM.","53-line AWS CDK resource enumeration skill. Shows how to run cdk synth, parse CloudFormation, extract resources by service. Solid guidance but entirely AWS/CloudFormation-focused; would apply equally to JavaScript/TypeScript or Python CDK projects. Not JVM-relevant; classified as needs_review.",2026-06-27,2026-06-27
uta8a,playground,try-kiro-cli-on-docker/.kiro/skills/commit-message/SKILL.md,needs_review,2,low,workflow,61,"Git Commit Formatter: Conventional Commits generation, format detection, message structure (type/scope/subject/body/footer), heuristics. Generic workflow skill.","61-line generic Git commit message formatting skill. Teaches format detection, Conventional Commits, subject/body/footer structure. Reusable across any project/language but not JVM-specific. Per rule 5, single workflow skill does not escape the off-topic-workflow classification without bundling. Classified as needs_review because guidance is solid but off-topic.",2026-06-27,2026-06-27
uta8a,curatedz,AGENTS.md,needs_review,1,low,project-doc,95,"Repository guidelines for RSS→S3→GitHub Discussion pipeline on AWS. Architecture constraints (Lambda/Rust, Step Functions, S3 layout, GitHub output, Feedback forms), coding style (Rust, TypeScript CDK), testing, security/IAM. Mixed project scaffolding and architectural pattern.","95-line hybrid AGENTS.md mixing project-specific scaffolding (infrastructure, S3 layout, GitHub output format) with some architectural patterns (RSS pipeline, Step Functions orchestration, Rust Lambda + TypeScript CDK split). Per rule 70 (DPL 2026), hybrid project-docs with embedded skill content remain project-doc unless the transferable guidance is self-contained and primary. Here, guidance is heavily tied to this repo's AWS infrastructure decisions and S3 bucket structure. Classified as needs_review rather than reject because there are genuine patterns (pipeline orchestration, cost-focused choices) that could be reusable, but they are not sufficiently extracted or general.",2026-06-27,2026-06-27
antonarhipov,agentskills,spring-batch-6/SKILL.md,found,2,high,framework,218,"Canonical spring-batch-6 skill (13 stars, dedicated collection repo). Authoritative guidance on Spring Batch 6.0 (GA Nov 2025): writing new batch jobs, 5.x→6.x migration, debugging/review.","Real, comprehensive JVM skill on Spring Batch 6.x (218 lines of concrete guidance: API changes, breaking changes, @EnableBatchProcessing refactoring, dependency updates to Spring Framework 7, Java 17+). Authored by speaker in dedicated agentskills collection (13 stars). High jvm_fit (Spring framework is core JVM signal). Canonical version per Rule 2: promoted here, not at workshop/demo variants.",2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.claude/skills/kotlin-language-features/SKILL.md,found,3,high,language,423,"Authoritative Kotlin 2.2→2.3.21 language features guide (423 lines). Covers writing idiomatic modern Kotlin, reviewing/modernizing 2.1 code, upgrading across 2.2→2.3. Detailed feature timeline, compiler flags, annotations.","Expert, comprehensive JVM skill on Kotlin language evolution (423 lines covering guard conditions, non-local break/continue, multi-dollar interpolation, context parameters, nested type aliases, exhaustiveness checking, backing fields, destructuring, return in expression-body functions). Kotlin is core JVM language. Authored by speaker in dedicated kotlinconf-sdd collection (12 stars). High depth, high reusability across Kotlin projects. Canonical version.",2026-06-27,2026-06-28
antonarhipov,eshop-with-skills,.claude/skills/java-spring/SKILL.md,found,2,high,framework,156,"Canonical java-spring skill (156 lines, 5 stars). Comprehensive Java/Spring development standards: DDD principles, Testcontainers for integration testing, explicit code (no Lombok), MapStruct for mapping, Spring Data JPA with transaction management, conservative dependency management.","Real, substantive JVM skill covering Spring best practices (156 lines, concrete patterns for domain-driven design, testing, code style). Authored by speaker in eshop-with-skills repo (5 stars, higher than notify-hub variant with 0 stars). High jvm_fit: Spring Framework is core JVM signal. Canonical version per Rule 2; notify-hub (0 stars) is a duplicate.",2026-06-27,2026-06-28
sshaaf,migIQ,mig-containerize/SKILL.md,found,3,high,build,1026,,"1026-line JVM-aligned skill for containerizing Java/Spring applications to OpenShift with Red Hat Universal Base Images. Graph-driven analysis, multi-stage builds, security hardening. Strong JVM signal: explicitly mentions Spring Boot, JDK versions, application server migration context.",2026-06-27,2026-06-27
sshaaf,migIQ,mig-deploy/SKILL.md,found,2,med,build,864,,"864-line skill orchestrating OpenShift deployment with dependency management. Medium JVM fit—generic for containerized apps but lives in Java-focused migIQ suite. Handles Kafka, PostgreSQL, database dependencies common in enterprise Java systems.",2026-06-27,2026-06-27
sshaaf,migIQ,mig-execute/SKILL.md,found,2,med,workflow,705,,"705-line workflow skill for automated migration task execution. Medium JVM fit—generic orchestration but tailored for Java/Spring app migrations. Chains with mig-plan output, handles task dependencies, generates execution reports.",2026-06-27,2026-06-27
sshaaf,migIQ,mig-graphify/SKILL.md,found,2,med,build,270,,"270-line skill building knowledge graphs for migration analysis. Medium JVM fit—tool is language-agnostic but used to prepare Java codebases for modernization. Helps identify god nodes, communities, external dependencies.",2026-06-27,2026-06-27
sshaaf,migIQ,mig-prompt-builder/SKILL.md,found,2,med,workflow,417,,"417-line skill gathering migration requirements and generating standardized prompts. Medium JVM fit—tool is stack-agnostic but inputs target Java/Spring modernization. Asks about source/target tech, approach, timeline, team context.",2026-06-27,2026-06-27
sshaaf,migIQ,mig-test-gen/SKILL.md,found,2,med,testing,451,,451-line testing skill using knowledge graph to prioritize test generation. Medium JVM fit—language-agnostic but integrated into Java migration pipeline. God node heuristic applies universally; framework fits migration workflow.,2026-06-27,2026-06-27
sshaaf,migIQ,migiq/SKILL.md,found,3,high,workflow,1048,Complete end-to-end migration orchestrator (1048 lines). Master skill chaining graphify→prompt-builder→plan→execute. Supports interactive and autonomous (agent-based) modes. Generates final migration report.,"1048-line master orchestrator for complete Java app migrations. High depth (3), high JVM fit: explicitly designed for Java/Spring modernization (mentions Quarkus, Spring Boot, EAP). Sophisticated workflow with multi-phase execution, progress tracking, error recovery.",2026-06-27,2026-06-28
sshaaf,mta-skill,mta-analyze/SKILL.md,found,3,high,build,366,"Konveyor MTA analysis for Java codebases (366 lines). Real JVM skill using kantra/mta-cli for migration assessment. Targets EAP, Quarkus, Spring Boot, cloud platforms. Detects blockers, estimates effort, integrates custom rules.","366-line JVM-specific skill for Java codebase analysis using Konveyor MTA (Migration Toolkit for Applications). High JVM fit: targets Java EE → EAP/Quarkus migrations, Spring Boot upgrades. Sophisticated analysis with custom rule support, effort estimation.",2026-06-27,2026-06-28
sshaaf,mta-skill,mta-migration/SKILL.md,found,3,high,build,376,"MTA-driven migration orchestration (376 lines). Real JVM skill orchestrating analysis, custom rule generation, planning, execution. Handles Spring Boot 2→3, Java EE→Jakarta EE, WebLogic→Quarkus scenarios.","376-line JVM-specific migration orchestrator using MTA analysis. High JVM fit: targets framework upgrades (Spring Boot 2→3), Jakarta EE migration, WebLogic→Quarkus. Sophisticated multi-phase workflow combining analysis, rules, planning.",2026-06-27,2026-06-28
sshaaf,mta-skill,mta-rules-gen/SKILL.md,found,2,high,build,428,"Custom MTA rule generation (428 lines) using Scribe MCP server. Generates Konveyor migration rules for specific patterns (javax.*→jakarta, Spring Boot 2→3, WebLogic→Quarkus). Real skill with Scribe integration.","428-line JVM-specific skill for generating custom Konveyor MTA migration rules via Scribe MCP. High JVM fit: targets Java-specific patterns (javax/jakarta namespace, Spring version upgrades, platform-specific APIs). Sophisticated rule generation with proper schema validation.",2026-06-27,2026-06-28
sshaaf,tutorial-skill,SKILL.md,needs_review,2,low,tool,704,,"704-line tutorial generator working with any codebase (Java, Python, Go, etc.). Low JVM fit—language-agnostic design system. Could apply to Java projects but not JVM-specific. High quality and depth (2) warrant needs_review rather than reject, but belongs in 'tool' category for general documentation.",2026-06-27,2026-06-27
Mr3zee,Release-Wizard,.claude/skills/compose-ui-test-server/SKILL.md,found,2,high,testing,210,"Comprehensive guidance for controlling Compose Desktop apps via HTTP API for automated testing and visual verification. Real, reusable skill with concrete implementation patterns. Primary source (210 lines vs 101-line workshop variant in jobfair-etf-2026).","Concrete, opinionated skill teaching HTTP-based control of Compose Desktop applications. Depth 2+ with 210 lines of actionable guidance on setup, endpoints, and testing workflows. Compose Desktop is JVM-based, making this high JVM fit. Rule 2 canonical promotion.",2026-06-27,2026-06-28
Mr3zee,Release-Wizard,.claude/skills/jetpack-compose-expert-skill/SKILL.md,found,2,high,framework,225,"Expert-level guidance on Compose Multiplatform and Jetpack Compose for cross-platform Kotlin UI development. Addresses state management, theme systems, and architecture patterns.","Real skill with concrete, opinionated Compose guidance across Android, Desktop, Web, and iOS platforms. 225+ lines of transferable JVM framework knowledge on UI patterns, state management, and platform-specific tradeoffs.",2026-06-27,2026-06-27
